session_id,child_id,activity_id,session_date,avg_attention_duration,response_time,task_completion_rate,engagement_score,number_of_attention_shifts
131583,7833,1259,2025-07-16,524.98,6.31,47.25,75.32,18
131584,2926,252,2024-11-15,400.2,5.48,38.34,46.65,17
131585,2857,821,2025-05-03,348.66,12.87,64.06,67.42,13
131586,1997,451,2025-03-26,332.42,2.66,69.51,76.92,9
131587,9399,456,"February 05, 2025",,9.43,50.49,68.17,13
131588,11881,457,2025-03-23,653.25,5.83,43.01,71.83,15
131589,8120,505,2025-08-12,532.08,TBD,48.96,55.16,10
131590,1977,662,2025-12-20,8.05,10.51,70.84,73.47,7
131591,7597,219,2026-01-26,270.58,n/a,62.19,53.42,14
131592,11560,368,2026-04-02,611.3,7.8,58.42,70.93,10
131593,11328,108,2025-10-17,860.89,,72.48,81.95,2
131594,1612,736,2025-08-24,596.62,2.32,51.25,77.48,17
131595,3422,731,2025-04-04,471.78,5.65,47.86,51.74,-4
131596,7284,976,2026-03-30,580.08,2.91,46.40,63.18,12
131597,5485,1088,2024-10-27,498.1,5.88,55.18,74.27,16
131598,8834,1013,2025-07-25,11.64,12.03,61.13,74.09,13
131599,2949,263,2025-11-17,567.34,13.58,58.12,46.68,9
131600,3383,208,10-07-2025,375.15,4.57,54.91,63.76,14
131601,2104,316,2025-09-08,839.04,-10.94,52.81,50.62,8
131602,8292,726,2025-09-05,672.55,2.38,36.98,33.09,8
131603,10565,1193,2026-03-06,212.72,8.59,50.28,63.91,18
131604,31946,1215,2025-12-07,9573.13,13.27,73.47,67.79,14
131605,3337,118,2025-03-02,563.02,0.98,63.71,263.69,9
131606,3814,624,2025-07-14,859.69,3.43,37.71,,4
131607,7844,783,2025-09-09,528.55,8.85,90.95,80.77,
131608,285,834,07 Jan 2025,563.2,10.66,49.42,56.29,11
131609,7770,284,2025/08/20 00:00:00,716.9,4.16,38.10,61.26,11
131610,7660,1025,N/A,189.62,6.68,30.88,43.47,
131611,9065,806,2026-05-15,635.65,8.88,43.88,32.20,8
131613,4092,1029,2025-08-22,,19.57,,68.48,10
131614,565,690,2026-01-21,854.64,10.46,50.21,47.78,9
131616,7300,250,2025-06-18,701.77,16.1,61.80,62.70,12
131617,5892,861,08 May 2025,599.04,3.96,53.71,60.94,9
131618,2037,154,"November 29, 2025",778.68,1.57,57.27,73.26,12
131619,8806,669,2025-05-19,451.58,11.77,51.86,47.79,20
131620,3283,1493,2026/09/11 00:00:00,743.26,-3.33,51.11,49.24,6
131621,9055,727,2025-04-21,893.47,8.49,40.26,20.22,11
131622,11680,694,2026-02-11,519.84,9.85,53.25,51.31,11
131623,4064,34027,2025-04-25,672.62,10.31,50.91,,12
131624,11749,226,2025-03-25,407.03,17.22,52.74,68.37,8
131625,11114,1275,2026-04-11,640.31,5.34,48.71,51.09,10
131627,3436,577,2025-09-30,785.56,4.78,,-4.87,11
131628,9095,437,"April 18, 2026",955.79,2.34,60.49,55.33,8
131630,11660,359,2025-10-01,383.26,11.38,75.74,73.82,14
131631,3251,622,2026-02-08,572.92,7.47,34.18,41.16,17
131632,3923,742,2025-05-20,297.44,3.42,48.35,45.02,11
131633,11892,207,2025/03/05 00:00:00,760.44,8.24,77.61,70.50,8
131634,10249,834,"September 23, 2025",845.67,6.64,45.70,57.22,8
131636,11079,270,2024-06-20,390.79,13.94,68.39,74.78,14
131637,10091,103,2025-01-21,589.91,11.28,,111.58,10
131638,7954,858,05-28-2025,607.68,4.61,52.52,58.67,15
131639,3436,474,2025-07-11,895.76,7.75,34.48,46.56,14
131640,7050,849,31/02/2025,,2.36,70.05,67.90,14
131641,5829,1452,2025-01-02,625.38,12.64,50.94,47.82,7
131642,9550,305,0000-00-00,481.6,--,44.42,51.19,13
131643,14,650,2025-06-13,1.56,4.67,59.02,69.55,22
131644,9776,1375,2025-13-05,267.67,4.91,51.20,77.87,18
131645,8376,1158,"February 07, 2026",269.12,16.77,40.95,40.14,16
131646,5473,904,2025-06-10,,7.64,40.78,66.27,14
131647,4343,822,2025-05-26,646.08,5.04,60.57,62.28,5
131648,8143,1005,2025-03-16,16.06,7.15,72.17,94.45,5
131649,4912,1202,20 Oct 2025,510.09,4.66,42.87,56.88,8
131650,476,739,26 Nov 2025,317.8,8.04,43.86,48.12,12
131651,2692,1036,2025-06-26,953.1,6.29,40.98,48.82,10
131652,5635,1038,2025-12-13,672.74,9.89,51.10,55.70,10
131653,8693,820,2025-06-15,,4.03,57.70,87.31,8
131654,9830,976,2025-08-17,336.74,8.54,66.67,89.85,10
131655,9093,382,2025-12-15,210.8,6.05,47.18,57.46,13
131656,9533,629,2026-03-15,9.58,4.13,57.66,63.06,16
131658,11911,415,2024-12-21,696.45,8.19,40.99,41.88,
131659,11044,1114,"May 31, 2026",4.55,3.18,53.06,81.54,10
131661,10749,1180,2024-10-25,701.8,2.18,77.37,80.11,6
131662,9507,744,2024-08-18,495.56,4.89,61.29,76.89,12
131663,3266,418,2025-07-22,488.44,7.25,64.57,76.59,15
131664,5725,350,2026-02-01,676.28,7.22,55.09,60.01,15
131665,1369,386,2025-09-16,495.42,21.29,45.04,31.75,14
131666,1411,1346,2025-03-13,590.4,11.12,43.37,47.62,17
131667,4973,1358,N/A,745.71,5.68,52.92,57.87,12
131668,10626,90,2025-08-12,535.84,12.27,47.01,53.49,15
131669,5814,238,12-01-2025,662.91,2.73,51.82,68.70,4
131670,1467,433,2025-05-20,516.8,12.43,71.71,71.07,9
131671,2073,630,"April 23, 2025",14.36,3.93,48.76,64.80,6
131672,256,151,2025-06-23,139.47,4.47,37.11,69.05,14
131673,10019,1216,0000-00-00,770.35,0.87,65.31,81.29,6
131674,2130,1492,2024-12-16,265.92,20.07,62.27,54.88,18
131675,4004,446,2024-12-18,354.14,9.99,47.19,57.08,12
131676,1745,819,2025-08-31,573.11,2.07,61.22,98.02,7
131677,7332,1470,22 Jan 2026,497.94,7.15,42.41,55.26,14
131678,1271,418,"September 28, 2024",834.98,3.01,59.09,66.03,4
131679,1539,106,2025-12-05,526.57,7.0,63.86,63.74,11
131680,7184,1436,2025-10-19,768.25,6.2,59.32,77.75,6
131681,10529,449,2025-12-23,409.28,13.85,49.40,63.09,13
131682,10891,98,2025-07-29,777.27,4.64,55.48,77.65,8
131683,7483,27,2025-10-13,511.94,4.65,46.56,30.44,9
131684,385,1107,2025-05-28,15.47,3.87,0.59,62.09,10
131685,2403,322,12-12-2025,814.24,4.48,724.56,55.42,7
131686,3741,375,2025-09-27,,2.47,70.00,83.41,
131687,8277,441,2025-05-08,383.5,11.44,66.11,66.54,9
131688,4360,852,2025-10-14,560.15,6.61,51.85,,5
131689,6313,394,2025-03-13,444.82,1.76,43.03,39.10,18
131690,2541,1210,2025-11-19,230.31,11.38,66.31,66.66,16
131691,10851,775,2026-06-01,608.39,8.5,73.30,86.58,11
131692,7147,1125,"December 30, 2025",11.96,16.02,,-39.55,7
131693,11142,288,03-30-2025,610.12,3.26,59.28,71.48,11
131694,1207,272,2025-02-08,810.76,4.03,50.53,39.24,10
131696,10198,659,2025-08-13,4.71,9.39,54.52,64.48,9
131697,10985,1029,2025-04-22,711.71,>60,56.44,76.10,4
131698,10607,1164,08-19-2025,447.44,8.31,54.62,58.56,5
131699,2046,652,2024-12-30,4.8,12.4,48.99,47.96,16
131700,10923,690,2025-03-14,678.83,,58.79,59.24,12
131701,4444,447,2025-10-27,569.14,5.1,71.84,79.58,14
131702,3427,718,"May 15, 2025",653.34,,35.85,37.89,14
131703,9752,1209,2025-04-30,602.08,3.07,67.42,85.62,8
131704,10584,1458,2025-12-02,620.86,21.94,60.90,53.76,6
131705,11754,706,2025-03-19,381.47,3.38,53.80,60.55,16
131706,6606,284,31/10/2024,460.33,3.93,56.72,162.31,-5
131707,4165,404,0000-00-00,596.97,6.64,,73.36,8
131708,736,1467,0000-00-00,747.05,7.28,57.41,71.19,13
131709,11393,531,04-04-2026,647.47,,75.34,92.57,7
131710,1318,1092,2025-10-04,689.35,3.68,45.22,68.25,16
131711,9660,446,2025-10-15,550.26,--,90.83,92.54,12
131712,2911,633,2025-04-30,9.92,11.79,41.82,63.38,10
131713,7110,146,17 Sep 2025,868.55,,66.99,77.03,10
131714,10474,140,2026-05-03,655.31,6.15,45.70,64.40,11
131715,4972,1016,2025-10-09,>60,2.09,48.58,55.03,12
131716,10757,620,2025-09-15,432.05,5.38,71.75,59.63,14
131717,9994,1218,2025-05-11,614.23,6.92,78.15,88.97,6
131718,595,839,2025-04-15,628.53,,72.25,88.95,9
131719,9796,215,0000-00-00,437.12,11.66,38.18,39.68,16
131720,6211,215,11-06-2025,660.99,5.38,51.60,40.35,12
131721,2827,703,2025-08-04,454.82,7.59,61.17,51.72,10
131722,9981,1372,2026/04/18 00:00:00,290.09,6.16,88.23,86.99,14
131724,7710,1213,11/08/2025,604.18,11.93,59.31,80.19,12
131726,7528,1445,2025-02-03,313.51,5.23,66.67,62.29,12
131727,3530,459,03/02/2025,354.58,4.99,58.75,68.28,16
131728,2488,1040,2025-07-15,833.12,6.24,55.31,65.65,8
131729,3753,666,22 Feb 2026,4.47,3.85,40.82,50.27,9
131730,4646,861,2026-01-18,374.99,10.98,64.23,66.99,15
131731,4895,718,2026-03-16,312.34,8.3,73.69,78.85,15
131732,755,1215,"November 12, 2025",807.79,,82.63,78.14,8
131733,6819,415,2026-01-18,674.17,7.17,53.19,63.91,11
131734,6784,383,"January 14, 2026",650.67,3.92,50.99,42.52,10
131735,6270,629,2024-12-21,5.97,5.22,52.16,60.38,17
131736,10765,634,2025-01-16,3.75,21.95,38.27,55.85,11
131737,4112,254,2025-04-07,193.6,11.87,19.20,22.12,-6
131739,4886,451,2025-01-14,570.13,9.58,54.76,60.83,16
131740,11424,255,2024-07-11,145.8,2.11,31.69,32.76,14
131741,439,138,2024-03-31,458.79,6.33,67.57,64.84,6
131743,8235,352,2025-07-25,629.88,1.1,50.57,69.75,13
131744,6680,1118,31/02/2025,8.76,7.64,70.35,71.24,12
131745,3147,856,2026-06-02,698.97,23.2,48.13,57.67,10
131746,3929,451,2025-10-26,48209.99,15.67,69.38,78.67,10
131747,4905,227,2025-02-26,702.03,5.31,60.97,69.56,18
131748,6540,868,2025-11-15,717.08,--,68.63,75.28,11
131749,9389,108,"September 18, 2025",111.75,4.49,39.86,49.12,13
131750,3846,383,2025-01-09,642.59,11.26,33.80,21.35,8
131751,1787,817,"May 08, 2026",533.07,13.64,39.41,61.45,15
131753,4083,817,2025-04-09,580.1,7.64,42.17,69.65,15
131754,6945,411,2025/11/17 00:00:00,524.85,3.56,33.91,59.22,16
131755,10669,820,2025-13-05,446.42,6.69,65.05,82.33,17
131756,4132,1021,14 Nov 2025,767.49,6.86,,54.46,13
131757,947,974,11 Oct 2025,507.83,4.87,76.32,83.08,7
131758,3514,1205,2024-11-30,353.52,12.32,48.54,66.73,16
131759,2734,1416,2025-02-28,9.42,0.63,51.83,55.05,12
131760,7203,555,2025-08-13,1072.9,>60,72.85,89.33,8
131762,7677,1479,2025-07-29,431.39,6.91,76.27,92.13,8
131763,2036,855,2025-12-18,496.31,3.06,36.78,40.81,14
131764,7389,616,2025-06-20,611.7,7.19,61.94,53.88,10
131765,4954,705,2025-11-03,651.0,7.88,79.01,75.67,17
131766,8115,1129,2025-03-19,848.71,14.23,65.77,68.64,10
131767,2487,51,N/A,583.76,>60,53.76,64.43,7
131768,5001,723,2025-02-27,688.91,9.28,57.38,48.58,17
131769,8141,567,08-22-2025,348.67,9.39,44.07,54.03,14
131770,6522,710,2024/07/19 00:00:00,283.88,5.6,57.52,54.02,18
131771,3222,207,01/09/2024,556.84,19.41,67.12,78.88,13
131772,6617,156,08-14-2025,618.92,4.34,65.05,85.39,6
131773,194,835,06-10-2025,480.13,13.19,60.64,72.33,11
131774,11348,944,2027-09-16,547.05,4.21,54.79,68.31,8
131775,9650,136,2026-01-13,495.24,,61.77,59.31,11
131776,4706,1216,N/A,,4.66,59.98,85.75,15
131777,3555,217,2025-09-07,579.42,5.16,44.78,44.66,12
131778,3490,114,2025-09-11,619.53,3.45,55.87,62.48,15
131779,4264,215,2025-08-21,510.53,7.65,,56.61,19
131780,3597,1417,2025-01-22,7.94,4.1,66.26,72.50,11
131781,4270,1213,31/02/2025,435.63,9.19,43.88,47.91,19
131782,6072,158,2025-10-28,648.52,1.88,56.57,64.34,14
131783,11989,213,2025-11-26,TBD,2.72,48.48,58.72,11
131784,9600,48,2025-09-02,<1,6.88,70.62,74.42,15
131785,7883,886,2025/05/04 00:00:00,580.34,1.07,41.24,54.70,10
131786,6404,1029,2025-07-26,259.02,5.08,73.02,95.29,14
131787,5987,202,"July 17, 2025",536.25,3.62,58.62,85.08,18
131789,116,380,21/08/2025,265.66,4.98,37.99,42.73,14
131790,3381,457,2024-09-07,524.91,9.13,49.66,71.84,18
131791,3024,687,2025-08-27,656.02,15.48,63.75,71.93,13
131792,3139,114,2025-04-09,835.89,4.95,54.34,57.31,6
131793,9956,445,,741.96,,66.18,76.46,4
131794,11124,988,2024-10-18,8.66,5.57,53.27,76.97,13
131795,11261,147,2025-02-15,469.04,2.36,68.30,83.51,11
131796,4114,457,2025/04/01 00:00:00,711.41,,45.68,64.46,14
131797,9891,104,2024-08-24,898.52,4.88,48.49,62.39,9
131798,1931,1255,27/02/2025,525.52,3.05,59.29,69.16,9
131799,9093,393,2026-04-27,138.46,4.63,53.52,70.47,12
131800,548,265,09-20-2024,319.03,7.73,31.94,,21
131802,9005,867,2025-09-04,533.39,7.17,60.67,75.39,9
131803,10444,1,2024-08-23,11.57,3.27,49.57,67.98,
131804,9721,675,2025-06-03,582.2,5.7,62.22,74.48,10
131806,2439,938,2026-04-04,773.46,7.38,59.60,62.50,9
131807,9304,409,2026-03-02,n/a,8.57,50.49,52.25,8
131808,5571,459,29/12/2024,,16.59,70.59,81.73,15
131809,846,705,2025-05-19,441.74,13.54,56.70,48.12,17
131810,9573,106,"January 30, 2025",303.84,12.11,57.45,62.10,9
131812,9280,1053,2025-10-04,716.2,2.2,0.60,62.67,9
131813,4430,1367,2025-12-07,521.77,5.59,46.81,43.04,8
131814,1583,1303,24/01/2025,657.02,11.3,61.49,64.66,11
131815,2666,289,17 Apr 2026,526.25,10.59,69.70,79.67,4
131816,1798,790,10/06/2025,579.65,TBD,59.39,79.68,11
131817,4652,1246,2025-11-15,464.78,6.54,26.13,43.24,15
131818,10707,939,2025-07-19,585.83,2.25,81.09,97.76,12
131819,5307,222,04-28-2025,704.71,6.42,27.61,31.18,12
131820,6095,408,2025-12-21,615.44,7.2,,50.91,13
131821,4684,1211,2024-04-18,359.67,11.33,71.61,76.81,14
131822,1860,146,2025-06-20,612.3,--,61.66,80.62,7
131823,8311,932,2025-12-15,11.35,-11.43,64.17,89.51,9
131824,5460,293,2026/04/22 00:00:00,408.21,9.43,65.45,53.03,13
131825,1857,414,2025-03-04,208.2,12.75,53.35,57.79,20
131826,8485,1211,2025-07-17,495.57,6.23,58.43,77.32,9
131827,7392,436,2025-04-04,612.15,1.4,81.93,84.69,-1
131829,8709,1159,2025-10-02,630.01,17.36,722.13,39.33,17
131830,11866,1487,2025-07-03,1045.18,10.46,56.44,68.51,9
131831,4611,564,2025-07-29,537.2,4.83,68.09,85.27,11
131833,4861,709,2025-11-30,698.91,4.47,71.58,69.43,6
131834,7075,1045,2025-04-22,569.28,6.14,78.01,75.22,9
131835,1784,1256,2024-09-16,232.22,10.85,45.13,46.73,18
131836,7862,1211,2026-01-31,606.18,-4.89,71.35,69.39,8
131837,3380,273,"October 15, 2025",>60,5.62,56.75,38.77,14
131838,3314,458,2026-03-07,508.05,11.96,62.99,82.42,16
131839,2857,816,2025-11-19,365.13,1.44,59.38,81.31,10
131840,11892,217,2026-01-14,709.63,9.36,50.24,56.43,8
131841,5396,1261,2026-02-25,509.58,3.12,51.26,52.48,13
131842,6013,1032,31/02/2025,563.6,,71.07,46.01,7
131843,7904,1277,2025-03-14,791.77,9.54,638.85,58.72,9
131844,7234,623,23 Nov 2025,481.97,TBD,72.87,,9
131845,11937,415,2025-08-12,368.33,6.71,41.06,61.56,23
131846,4683,1261,2025-01-26,645.39,6.48,48.01,53.57,10
131847,4440,103,2026-02-25,323.54,1.83,37.94,53.21,17
131849,9253,456,"December 25, 2025",369.86,9.12,44.44,,15
131850,333,413,2025-09-09,645.45,,40.53,54.10,10
131852,9809,1030,2025/09/21 00:00:00,722.23,6.31,69.25,63.01,3
131854,5870,983,2026-03-07,647.56,7.77,58.90,77.44,17
131855,6968,445,2026-06-04,607.08,3.85,81.70,82.52,10
131856,6009,761,,151.85,12.6,60.79,56.40,13
131857,3851,1032,18 Apr 2026,396.15,7.45,54.74,49.48,13
131858,2330,1495,2026-01-30,613.18,13.24,55.49,,12
131860,11429,649,2025-09-25,5.01,14.37,43.23,56.61,-1
131861,1718,1006,"July 28, 2025",3.25,5.07,42.88,50.44,13
131862,3613,1366,12-09-2025,546.96,9.85,54.49,54.23,8
131863,1193,755,2025-07-02,997.27,7.83,59.04,56.73,4
131865,5952,189,2025-12-07,799.23,5.51,66.87,73.46,16
131866,12,904,"February 27, 2026",2.85,>60,40.52,49.64,15
131867,3787,295,2028-03-02,337.46,1.48,59.76,62.21,14
131868,5904,215,2025-13-05,616.09,10.48,74.30,60.80,7
131869,11776,844,11-02-2025,190.26,8.26,26.63,,
131870,9879,351,2025-10-10,,2.43,69.31,74.97,12
131871,5490,452,14/12/2025,369.38,11.58,42.45,68.82,14
131872,684,818,11-05-2025,740.49,not recorded,47.06,68.31,9
131873,3465,1039,2025-07-07,793.46,6.24,36.96,62.62,11
131874,97,98,2024-06-10,655.29,7.27,66.00,73.19,
131875,7050,935,2025-07-23,TBD,0.82,71.42,93.01,10
131876,8277,444,2025-02-22,331.02,5.15,43.87,61.63,13
131877,2299,153,2025-13-05,601.34,5.59,514.19,75.73,6
131878,1366,787,"September 28, 2025",489.8,5.48,56.01,78.26,15
131879,11775,298,2026-02-19,291.51,4.74,57.20,62.77,12
131880,1968,807,2025-10-08,746.6,,52.82,63.67,13
131881,702,403,2025-08-12,--,5.58,38.56,48.11,8
131882,8674,444,2025-02-11,189.12,10.25,42.28,65.72,12
131883,5820,219,"April 22, 2024",607.48,7.33,54.59,60.20,11
131884,4442,432,2025-12-18,669.67,3.38,64.35,64.34,13
131885,8865,709,2024-10-26,367.12,6.56,68.78,79.72,11
131886,5444,270,2024-12-02,390.48,17.29,45.94,36.74,15
131887,3111,445,2026-02-12,362.96,5.62,43.79,64.34,14
131888,1657,1067,2025/03/11 00:00:00,425.73,8.58,54.82,60.57,15
131889,752,811,2024-12-05,425.21,3.32,51.11,-34.21,8
131890,2038,719,N/A,806.74,6.03,71.56,74.53,9
131891,5414,1434,2025-05-17,603.89,8.09,55.06,62.50,9
131892,5458,1418,2025-06-22,9.13,19.47,76.41,85.88,12
131893,1157,801,2024-12-10,not recorded,10.36,45.50,44.37,17
131894,7802,1384,2026-03-28,518.63,2.43,51.25,67.15,19
131895,3680,594,2025-07-25,732.71,2.57,53.81,51.72,10
131897,1994,884,2025-03-21,604.4,3.32,79.67,70.51,8
131898,2470,451,"November 23, 2025",561.1,n/a,46.01,78.94,16
131899,4624,1428,2026-01-08,,21.8,71.79,71.64,16
131900,607,666,2025/10/26 00:00:00,6.54,14.31,36.77,57.01,11
131901,3001,44408,2025-06-03,582.16,13.8,56.48,71.28,9
131902,1558,100,2025-05-23,399.0,7.69,,57.72,19
131903,68999,908,2025-13-05,9.37,4.06,63.43,64.89,13
131904,5568,675,2025-02-17,676.59,not recorded,70.11,60.39,11
131905,7136,408,31/02/2025,181.72,12.57,44.42,42.77,15
131906,6630,444,2026-05-13,457.98,6.05,58.30,71.06,9
131907,6930,1221,2025-09-23,608.08,2.25,60.68,77.69,16
131908,9820,405,2025-12-09,544.13,6.4,52.57,55.73,19
131909,8468,701,2025-01-08,,,53.54,43.09,11
131910,8049,559,2025-04-11,553.48,14.67,52.56,70.52,14
131911,1501,820,06-11-2026,374.28,3.86,58.89,89.51,14
131912,3213,1495,2025-09-13,48619.23,0.83,67.20,75.18,8
131913,6297,800,2025-04-11,589.32,12.18,89.29,88.75,10
131914,4,239,"July 09, 2025",921.95,8.67,45.91,59.97,5
131915,353,247,"November 06, 2025",418.69,TBD,84.29,83.81,11
131916,11389,1491,2026-03-06,695.15,20.47,48.33,54.21,11
131917,11007,1260,2025-11-16,479.52,9.01,70.06,89.52,8
131918,7806,1260,2025-11-02,761.48,16.85,32.23,40.31,5
131919,458,813,2025-05-04,496.38,3.86,50.33,53.17,14
131920,1923,796,2025-09-28,884.76,9.14,64.64,72.85,7
131921,8300,1163,10-25-2025,684.63,,46.35,61.88,17
131922,6674,881,2025-08-26,429.92,6.7,403.00,76.91,12
131923,7941,1221,20 Dec 2025,737.49,,67.31,74.89,10
131924,219,418,2024-08-27,519.35,3.93,58.46,-24.12,12
131925,2369,681,2026-01-08,282.3,7.36,60.87,202.28,10
131926,8871,813,10/10/2025,494.14,,69.78,75.01,12
131927,7323,344,,482.15,7.89,66.31,59.87,13
131928,10052,418,2025-13-05,431.47,7.19,39.33,54.17,14
131930,37001,144,"November 20, 2025",525.02,2.36,54.79,89.73,11
131931,10554,379,2026-01-04,564.83,2.0,49.09,48.95,17
131932,348,270,2025-10-25,495.62,4.0,50.84,53.18,14
131933,11040,269,2026-02-06,295.51,8.12,65.13,56.67,16
131935,4202,255,2024-11-08,572.89,-10.12,53.64,57.71,9
131936,4193,617,2025-10-05,212.14,8.54,44.22,50.50,10
131937,6445,343,2025-06-25,780.29,9.68,75.54,73.45,6
131939,9098,107,2025-08-27,536.01,9.0,50.62,75.43,8
131940,6603,413,03-11-2025,,15.01,59.19,,9
131941,3677,381,2025-10-04,881.13,7.05,52.97,53.19,5
131942,1949,80,01-18-2025,455.22,8.04,64.60,66.41,16
131943,9168,1196,18/05/2025,950.63,4.83,83.94,82.88,6
131944,6607,1038,2025-12-08,136.76,3.55,44.27,55.05,14
131945,7506,1092,2026-03-15,381.79,2.91,55.97,65.79,15
131946,5243,151,2025-05-06,706.33,<1,61.00,73.51,9
131947,7226,429,2026-02-10,475.3,4.91,63.44,66.83,12
131948,7905,516,2025-08-04,1025.48,5.55,67.43,73.62,10
131949,1481,360,2025-09-30,839.84,8.36,47.12,38.49,8
131950,4568,434,2025-08-04,,10.0,60.39,82.49,13
131951,10817,111,2025-06-07,<1,4.89,56.13,73.61,10
131952,6768,51,,495.26,3.92,54.25,69.72,16
131953,3615,778,2026-02-04,705.1,2.23,44.82,62.61,10
131954,4681,749,2026-04-21,809.1,5.4,18.41,37.52,22
131955,528,1467,2025-04-12,281.81,TBD,56.83,64.95,22
131956,9356,1045,05-13-2025,285.89,-8.92,73.22,60.05,5
131957,8685,269,2025-12-22,481.05,12.89,49.95,31.63,16
131958,2059,940,2025/09/11 00:00:00,448.03,8.53,93.14,92.13,10
131959,1818,913,09/10/2025,11.87,8.16,81.44,193.73,11
131960,10644,930,2026/04/01 00:00:00,8.59,5.43,68.60,71.49,10
131961,3731,1039,2025-08-09,749.74,14.79,58.16,65.24,10
131962,6349,787,2025-04-06,681.48,11.89,55.38,74.48,
131963,5013,149,2025-12-31,694.49,4.58,39.25,59.64,10
131965,11012,128,2025-01-08,491.25,5.18,69.60,57.38,5
131966,6124,758,2025-04-22,696.87,10.05,51.34,59.08,6
131967,2722,676,26 Jan 2026,416.22,7.82,56.49,74.08,15
131968,7989,153,14/08/2025,319.29,10.47,50.35,63.98,15
131969,1002,1243,2025-01-17,496.87,7.26,69.93,66.17,9
131970,6277,346,2025-10-26,377.55,4.17,79.93,89.20,9
131971,9476,215,2026-02-27,824.89,1.36,58.03,43.35,8
131972,10836,1405,2025-01-27,10.68,8.64,69.01,69.39,9
131973,7767,1129,2025-13-05,607.41,0.21,81.82,76.39,10
131974,5216,297,2025-13-05,487.34,2.92,48.26,58.01,10
131975,7241,140,2024-10-15,802.96,1.64,57.70,61.56,5
131976,6688,791,2025-08-06,322.63,2.11,56.94,71.48,19
131977,8183,1285,"January 21, 2026",559.23,4.77,0.37,54.25,
131978,2862,653,2026-02-22,12.62,5.0,59.93,60.69,13
131979,2496,585,2026-02-20,565.83,7.94,50.57,45.70,12
131980,9006,1193,"November 08, 2025",720.42,6.59,40.68,65.88,15
131981,2392,9520,2026-01-19,,8.52,45.39,50.36,18
131982,11866,587,2025-05-14,998.63,7.91,85.46,89.00,4
131984,6855,437,2025-08-28,326.28,1.92,54.96,72.76,12
131985,6324,1216,2025-07-01,456.06,2.09,63.12,75.95,13
131986,11360,1484,2024-12-06,425.76,3.32,49.24,55.36,17
131987,1319,1100,2024-11-13,412.63,10.58,48.07,53.80,13
131988,3092,704,2025-05-29,758.89,7.74,59.04,56.28,11
131990,4101,1206,2025-01-06,146.17,--,37.28,50.74,17
131991,2146,109,03-05-2025,431.85,4.59,47.41,60.20,15
131992,11215,679,2025-04-21,432.02,,51.72,68.22,17
131993,3043,932,2025-11-04,5.74,--,50.73,73.15,12
131994,3373,1241,2025-05-08,520.94,2.55,65.18,64.84,-1
131995,10158,1056,2026-02-19,505.21,6.42,33.86,27.44,13
131996,6208,326,2025-08-25,871.78,3.5,51.32,68.60,12
131997,6527,135,2025-08-02,574.65,9.08,41.34,57.49,18
131998,9295,881,2025-02-18,499.45,4.02,62.05,66.17,11
131999,11461,117,31/02/2025,--,5.32,40.47,42.91,26
132000,11860,1216,2025-06-13,488.05,5.4,70.48,87.67,12
132001,9123,411,2025-08-06,607.71,4.69,52.37,58.85,12
132002,8504,239,2025-11-17,424.13,21.38,58.74,68.36,11
132003,10071,1496,2025-06-22,,2.67,55.87,70.40,8
132004,5081,1297,2025-07-19,429.67,9.83,59.38,73.89,15
132005,2308,629,2025-10-13,10.67,6.6,69.61,67.20,8
132006,10296,238,2025-08-19,1011.29,2.86,81.45,95.05,7
132007,11225,1010,2025-09-08,11.88,3.05,41.27,53.53,8
132008,2668,409,2024-08-13,733.25,3.75,59.82,77.40,6
132009,10876,205,2025-11-02,666.4,7.77,,54.46,12
132010,8208,718,2025-01-16,528.95,3.67,54.57,64.13,14
132011,10607,1179,2024-04-28,474.34,2.07,67.64,73.07,7
132012,7614,531,2025-01-30,,2.61,69.87,75.69,10
132013,2357,818,2025-07-27,198.51,20.87,30.89,63.65,
132014,77,743,21 Oct 2025,368.35,--,56.01,57.56,16
132015,6034,700,2025-06-26,275.98,6.29,37.12,37.73,17
